"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT",19,-0.330748980839597,-1.05183896741938,0.38695652173913,0.856960789181853,0.821483670943086,42,"tags=42%, list=2%, signal=42%","PIAS1/IL10RB/SOCS5/DOT1L/CTR9/SOCS3/CCL2/CYP1B1"
"GO:0097696","GO:0097696","receptor signaling pathway via STAT",19,-0.330748980839597,-1.05183896741938,0.38695652173913,0.856960789181853,0.821483670943086,42,"tags=42%, list=2%, signal=42%","PIAS1/IL10RB/SOCS5/DOT1L/CTR9/SOCS3/CCL2/CYP1B1"
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process",29,0.311785064039462,1.05147131024159,0.392294220665499,0.856960789181853,0.821483670943086,112,"tags=10%, list=6%, signal=10%","GUCA1B/ACSBG1/PANK1"
"GO:0034330","GO:0034330","cell junction organization",83,0.250249447247147,1.05050777004037,0.39443535188216,0.856960789181853,0.821483670943086,271,"tags=17%, list=15%, signal=15%","SYBU/MPP7/ITPKA/VEGFA/SLC7A11/THSD1/RPS6KA5/ANK2/FLRT2/ADGRL1/DLG1/FYN/APBB2/AMIGO2"
"GO:0030522","GO:0030522","intracellular receptor signaling pathway",44,-0.273450467716998,-1.05011282536491,0.389277389277389,0.856960789181853,0.821483670943086,140,"tags=14%, list=8%, signal=13%","AHRR/PTGIS/AKR1C3/MAP2K6/NR4A3/PPARGC1B"
"GO:0007265","GO:0007265","Ras protein signal transduction",48,0.280366658067121,1.04916916109,0.396825396825397,0.856960789181853,0.821483670943086,506,"tags=35%, list=27%, signal=26%","RAB33A/CDKN1A/LAT/ARHGEF2/RALGPS1/ABCA1/EPS8L2/SHOC2/STMN3/OGT/RHOB/RAP2B/FGF2/TP53/KIF14/IQGAP3/DENND3"
"GO:0008202","GO:0008202","steroid metabolic process",45,-0.270314056098217,-1.04747197296371,0.396751740139211,0.856960789181853,0.821483670943086,225,"tags=22%, list=12%, signal=20%","IDI1/AMACR/TIPARP/SNAI1/HMGCS1/LPCAT3/AKR1C3/INSIG1/HSD17B8/CYP1B1"
"GO:0007018","GO:0007018","microtubule-based movement",36,0.297359958308961,1.04667753280555,0.384347826086957,0.856960789181853,0.821483670943086,666,"tags=50%, list=36%, signal=33%","SYBU/KIF13B/BLOC1S2/SPAST/INPP5B/TTLL1/WDR19/KIF14/APP/KIF2C/LAMP1/ARHGAP21/NDE1/RABL2B/ARL8B/KIF23/PCM1/KIF1C"
"GO:0006898","GO:0006898","receptor-mediated endocytosis",30,0.308939528412161,1.04375299138333,0.386925795053004,0.856960789181853,0.821483670943086,355,"tags=23%, list=19%, signal=19%","VEGFA/VLDLR/CLTCL1/FNBP1L/TFRC/HMMR/SERPINE1"
"GO:0006952","GO:0006952","defense response",174,0.21878464252551,1.04221013946816,0.385466034755134,0.856960789181853,0.821483670943086,303,"tags=20%, list=16%, signal=18%","RAB43/DDIT4/ZDHHC11/ULBP1/HPX/LAT/NUPR1/TNFRSF10B/RPS6KA5/PMAIP1/AKNA/ARHGEF2/GRAMD4/IL20RB/CEBPB/ALPK1/CEBPG/SCN9A/BCL10/KLF4/CYBA/TRAF4/MAP3K5/TRIM22/FYN/SEMA7A/RAB2B/METRNL/RHBDF2/SHMT2/TFRC/ETS1/PDCD4/LIAS"
"GO:0048232","GO:0048232","male gamete generation",39,-0.282392149770302,-1.04029749093,0.396713615023474,0.856960789181853,0.821483670943086,194,"tags=15%, list=10%, signal=14%","HSPA2/MSH6/E2F1/TMEM119/SSTR2/DMC1"
"GO:0043491","GO:0043491","protein kinase B signaling",37,0.294884077732819,1.0380309934756,0.394366197183099,0.856960789181853,0.821483670943086,215,"tags=19%, list=12%, signal=17%","GDF15/SESN2/DDIT3/PLK3/PHLDA3/DLG1/SESN3"
"GO:0030155","GO:0030155","regulation of cell adhesion",87,-0.233400858955621,-1.03646838619959,0.388888888888889,0.856960789181853,0.821483670943086,126,"tags=9%, list=7%, signal=9%","PLXNA4/CORO1A/PREX1/MAP3K8/NR4A3/CCL2/CYP1B1/HLA-DPB1"
"GO:0048568","GO:0048568","embryonic organ development",56,-0.253286496207877,-1.03556775833029,0.39622641509434,0.856960789181853,0.821483670943086,370,"tags=32%, list=20%, signal=27%","PDGFRA/SUFU/ADA/IFT57/SLC39A3/TEAD4/TBX3/SALL1/SIX1/SOCS3/ZIC1/SNAI1/HAND2/MAFB/PLXNA4/SPRY2/INSIG1/MYO15A"
"GO:0009967","GO:0009967","positive regulation of signal transduction",201,0.211823983840137,1.02986308930917,0.393798449612403,0.856960789181853,0.821483670943086,396,"tags=24%, list=21%, signal=22%","INHBE/GDF15/DDIT3/ANKRD1/ATF3/HPX/VEGFA/CTH/BBC3/ZBED3/CYFIP2/ZNF385A/NUPR1/PLEKHF1/TNFRSF10B/PMAIP1/KLF2/ALPK1/BCL10/FAS/PIM2/GADD45A/CYBA/TRAF4/MAP3K5/EDA2R/TRIM22/FYN/BAX/UNC5B/SEMA7A/AR/TFRC/PLCB1/TTC23/PDCD4/AKR1C2/XBP1/SHOC2/GRB10/ERP29/TTK/TRIM6/TRIM52/INCENP/GSDME/NENF/ARRDC3/PPP3CC"
"GO:0048731","GO:0048731","system development",451,0.194741738874772,1.02582102743291,0.39,0.856960789181853,0.821483670943086,303,"tags=18%, list=16%, signal=19%","CHAC1/DDIT4/PHEX/SYBU/ADM2/ACSBG1/SMN1/SLC4A5/CDKN1A/BTG2/ITPKA/DDIT3/ANKRD1/VEGFA/SLC7A5/VLDLR/PCK2/MDM2/SLC7A11/CTH/MAPK11/YJEFN3/CXCR5/PHGDH/CYFIP2/PCDHGA8/TMEM59L/ZNF385A/NUPR1/KIF13B/ASTN2/RPS6KA5/ATF4/AKNA/ARHGEF2/ANK2/FST/KLF2/MSC/ROBO3/BTG1/FLRT2/ARHGAP26/CEBPB/ADGRL1/CEBPG/KIF26B/BCL10/SREBF1/KLF4/E2F7/GADD45A/KDM4A/RDH10/DLG1/EPAS1/MCAM/RPS6KA2/FYN/RRM2B/ADGRG6/BAX/FHL2/CEP120/UNC5B/SEMA7A/AR/AMIGO2/FGF14/TFRC/SAT1/DHRS3/NDRG1/TSKU/PLCB1/PKD1/ETS1/PDCD4/LIAS"
"GO:0043279","GO:0043279","response to alkaloid",11,-0.397770577011262,-1.06587817322606,0.398268398268398,0.857054178018416,0.82157319359716,25,"tags=18%, list=1%, signal=18%","PENK/PCSK1"
"GO:0072073","GO:0072073","kidney epithelium development",19,0.34786004836722,1.05969783146781,0.398523985239852,0.857054178018416,0.82157319359716,515,"tags=42%, list=28%, signal=31%","VEGFA/TMEM59L/KIF26B/DLG1/PKD1/FGF2/FOXD1/GDNF"
"GO:0001501","GO:0001501","skeletal system development",70,-0.24345983259215,-1.04762183317715,0.398034398034398,0.857054178018416,0.82157319359716,413,"tags=33%, list=22%, signal=27%","COL3A1/SLC39A1/ACD/PDGFRA/HYAL2/SLC2A10/RAI1/SLC39A3/TEAD4/TBX3/SIX1/DCHS1/TIPARP/SNAI1/ITGB8/AMER1/HAND2/KIAA1217/TMEM119/INSIG1/MAP2K6/PPARGC1B/GDF5"
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus",130,0.228805617285689,1.03569373511572,0.398373983739837,0.857054178018416,0.82157319359716,422,"tags=30%, list=23%, signal=25%","DDIT4/SFN/SESN2/CDKN1A/BTG2/DDIT3/ANKRD1/MDM2/ZNF385A/NUPR1/PMAIP1/SPATA18/PLK3/PHLDA3/CEBPG/E2F7/GADD45A/DYRK1B/RRM2B/ZMAT3/XPC/BAX/DDB2/JMY/NDRG1/TOP2A/KMT5A/CASP9/CDK1/PPP1R15A/ARMT1/PIF1/PARPBP/TLK1/RPS27L/NKX3-1/AEN/CCNG1/BCL2L1"
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process",16,0.365035451631417,1.05987481206935,0.39963167587477,0.858544814042166,0.823002119130613,406,"tags=38%, list=22%, signal=30%","MTHFD2/ALDH1L2/SLC27A1/SHMT2/MTHFD1L/ALDH4A1"
"GO:0016482","GO:0016482","cytosolic transport",29,-0.301726076075374,-1.04726832145364,0.40139211136891,0.861433225538872,0.825770953958836,234,"tags=21%, list=13%, signal=18%","UBE2O/KIF16B/RAB7B/PHETA2/CORO1A/RAB9B"
"GO:0002312","GO:0002312","B cell activation involved in immune response",12,-0.38162223683172,-1.06137074355253,0.41014799154334,0.862294275785194,0.826596357788445,333,"tags=42%, list=18%, signal=34%","ADA/MSH2/HMCES/MSH6/UNG"
"GO:1901655","GO:1901655","cellular response to ketone",25,0.326560395174021,1.05879800078102,0.404761904761905,0.862294275785194,0.826596357788445,576,"tags=64%, list=31%, signal=45%","DDIT4/PCK2/KLF2/KLF9/AR/FBXO32/AKR1C2/CASP9/SRD5A1/ERRFI1/AHR/SGK1/ASS1/GNAI1/ATP2B1/SMYD3"
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process",11,-0.394585406152883,-1.0573430922217,0.409090909090909,0.862294275785194,0.826596357788445,380,"tags=45%, list=20%, signal=36%","DUT/ENTPD7/DCTPP1/CDA/UNG"
"GO:0048592","GO:0048592","eye morphogenesis",15,0.370692864788032,1.05725975312444,0.408921933085502,0.862294275785194,0.826596357788445,290,"tags=27%, list=16%, signal=23%","VEGFA/ATF4/BAX/TSKU"
"GO:0031670","GO:0031670","cellular response to nutrient",10,0.415803594333152,1.05428278333183,0.409174311926606,0.862294275785194,0.826596357788445,12,"tags=10%, list=1%, signal=10%","PHEX"
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",11,0.405278465439111,1.05343824474273,0.405555555555556,0.862294275785194,0.826596357788445,496,"tags=45%, list=27%, signal=33%","VEGFA/KLF4/FGF2/JCAD/HMOX1"
"GO:0051781","GO:0051781","positive regulation of cell division",17,0.356443288068958,1.05322858352168,0.419889502762431,0.862294275785194,0.826596357788445,654,"tags=65%, list=35%, signal=42%","VEGFA/CXCR5/SPAST/INCENP/NKX3-1/FGF2/KIF14/AURKB/KIF23/PDGFC/CDC25B"
"GO:0061180","GO:0061180","mammary gland epithelium development",15,0.369204328495029,1.05301427212615,0.412639405204461,0.862294275785194,0.826596357788445,504,"tags=47%, list=27%, signal=34%","CEBPB/BAX/AR/DEAF1/FGF2/IQGAP3/SCRIB"
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process",14,0.37684038305226,1.05205244441153,0.415750915750916,0.862294275785194,0.826596357788445,112,"tags=14%, list=6%, signal=14%","ACSBG1/PANK1"
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process",14,0.37684038305226,1.05205244441153,0.415750915750916,0.862294275785194,0.826596357788445,112,"tags=14%, list=6%, signal=14%","ACSBG1/PANK1"
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process",14,0.37684038305226,1.05205244441153,0.415750915750916,0.862294275785194,0.826596357788445,112,"tags=14%, list=6%, signal=14%","ACSBG1/PANK1"
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport",10,0.414554068294934,1.05111457168726,0.414678899082569,0.862294275785194,0.826596357788445,208,"tags=30%, list=11%, signal=27%","SLC4A5/SLC1A4/BEST1"
"GO:0061157","GO:0061157","mRNA destabilization",11,0.404237171896245,1.05073161575649,0.411111111111111,0.862294275785194,0.826596357788445,510,"tags=45%, list=28%, signal=33%","BTG2/PAN3/TOB1/DCP2/PATL1"
"GO:0006406","GO:0006406","mRNA export from nucleus",11,-0.392115789368653,-1.05072543174434,0.415584415584416,0.862294275785194,0.826596357788445,818,"tags=82%, list=44%, signal=46%","MCM3AP/SRSF3/THOC2/NUP214/NUP88/EIF4A3/RAE1/NXT1/DDX39A"
"GO:0071320","GO:0071320","cellular response to cAMP",11,-0.392019718155827,-1.05046799639154,0.415584415584416,0.862294275785194,0.826596357788445,292,"tags=36%, list=16%, signal=31%","SLC26A6/IGFBP5/PENK/CYP1B1"
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process",11,0.404095197813646,1.0503625832489,0.412962962962963,0.862294275785194,0.826596357788445,823,"tags=82%, list=44%, signal=46%","TSC22D3/BCL10/BCL2L1/AURKB/MIF/IRS2/FOXP1/AXL/HIF1A"
"GO:0003014","GO:0003014","renal system process",11,0.403556966910876,1.04896356241302,0.414814814814815,0.862294275785194,0.826596357788445,239,"tags=36%, list=13%, signal=32%","SLC4A5/CYBA/MCAM/RRM2B"
"GO:0099111","GO:0099111","microtubule-based transport",25,0.323415889209286,1.04860265352487,0.419413919413919,0.862294275785194,0.826596357788445,666,"tags=52%, list=36%, signal=34%","SYBU/BLOC1S2/SPAST/TTLL1/WDR19/APP/LAMP1/ARHGAP21/NDE1/RABL2B/ARL8B/PCM1/KIF1C"
"GO:0035303","GO:0035303","regulation of dephosphorylation",11,-0.391246995858315,-1.04839738614915,0.41991341991342,0.862294275785194,0.826596357788445,19,"tags=27%, list=1%, signal=27%","HSP90AB1/MTMR4/PPARGC1B"
"GO:0002263","GO:0002263","cell activation involved in immune response",28,-0.30072395666571,-1.04839025368465,0.411633109619687,0.862294275785194,0.826596357788445,358,"tags=32%, list=19%, signal=26%","ENTPD7/ADA/MSH2/HMCES/MSH6/DOCK2/CORO1A/UNG/NR4A3"
"GO:1901214","GO:1901214","regulation of neuron death",58,0.268466958566166,1.04551002634852,0.413379073756432,0.862294275785194,0.826596357788445,584,"tags=48%, list=31%, signal=34%","DDIT4/BTG2/DDIT3/SLC7A11/NUPR1/ATF4/CEBPB/NCOA7/MAP3K5/FYN/BAX/UNC5B/CASP9/RILPL1/BTBD10/RASA1/NENF/BCL2L1/DDR2/TP53/KIF14/HMOX1/GDNF/CPEB4/PRNP/TRIM2/ATP13A2/ATF2"
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity",15,0.366491817908999,1.04527787214399,0.420074349442379,0.862294275785194,0.826596357788445,43,"tags=13%, list=2%, signal=13%","ULBP1/HPX"
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity",15,0.366491817908999,1.04527787214399,0.420074349442379,0.862294275785194,0.826596357788445,43,"tags=13%, list=2%, signal=13%","ULBP1/HPX"
"GO:0006493","GO:0006493","protein O-linked glycosylation",10,-0.403681784166382,-1.04328973634287,0.417943107221007,0.862294275785194,0.826596357788445,203,"tags=20%, list=11%, signal=18%","GALNT15/B3GNT4"
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation",18,-0.333802447331289,-1.04292031875628,0.403050108932462,0.862294275785194,0.826596357788445,19,"tags=39%, list=1%, signal=39%","GLI3/SART1/ID2/SOCS5/ADA/ZBTB1/PPARGC1B"
"GO:1903708","GO:1903708","positive regulation of hemopoiesis",18,-0.333802447331289,-1.04292031875628,0.403050108932462,0.862294275785194,0.826596357788445,19,"tags=39%, list=1%, signal=39%","GLI3/SART1/ID2/SOCS5/ADA/ZBTB1/PPARGC1B"
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport",12,0.391964625983135,1.04270614992891,0.402646502835539,0.862294275785194,0.826596357788445,11,"tags=8%, list=1%, signal=8%","SFN"
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling",21,-0.320183325602055,-1.04154040314763,0.40625,0.862294275785194,0.826596357788445,292,"tags=33%, list=16%, signal=28%","IGFBP5/MC1R/F3/SPRY2/MYORG/AKR1C3/HPSE"
"GO:0006984","GO:0006984","ER-nucleus signaling pathway",11,0.400121583025227,1.04003398662963,0.42037037037037,0.862294275785194,0.826596357788445,472,"tags=55%, list=25%, signal=41%","DDIT3/ATF4/SREBF1/XBP1/PPP1R15A/TP53"
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response",22,0.327222119163007,1.03963138058744,0.414590747330961,0.862294275785194,0.826596357788445,380,"tags=41%, list=20%, signal=33%","HPX/SLC7A5/DNAJB9/BCL10/SEMA7A/TFRC/XBP1/TRIM6/EXOSC6"
"GO:0045597","GO:0045597","positive regulation of cell differentiation",95,0.242727284860614,1.03875155698054,0.408637873754153,0.862294275785194,0.826596357788445,327,"tags=21%, list=18%, signal=18%","SFN/ITPKA/VEGFA/SLC7A5/MDM2/CTH/MAPK11/ZNF385A/ARHGEF2/BTG1/CEBPB/KDM4A/MAP3K5/SEMA7A/AR/METRNL/PLCB1/ETS1/XBP1/GPC1"
"GO:0002699","GO:0002699","positive regulation of immune effector process",29,0.307892611766509,1.0383443123076,0.408056042031524,0.862294275785194,0.826596357788445,380,"tags=34%, list=20%, signal=28%","ULBP1/HPX/SLC7A5/DNAJB9/BCL10/SEMA7A/TFRC/XBP1/TRIM6/EXOSC6"
"GO:0097300","GO:0097300","programmed necrotic cell death",12,0.389657746919682,1.03656937934516,0.408317580340265,0.862294275785194,0.826596357788445,612,"tags=83%, list=33%, signal=56%","NUPR1/ARHGEF2/FAS/MAP3K5/BAX/OGT/YBX3/TP53/BIRC2/RBCK1"
"GO:0009117","GO:0009117","nucleotide metabolic process",76,0.251249004433455,1.0363633323146,0.420529801324503,0.862294275785194,0.826596357788445,144,"tags=9%, list=8%, signal=9%","DDIT4/GUCA1B/ACSBG1/MYH3/NUPR1/PANK1/ALDH1L2"
"GO:0000077","GO:0000077","DNA damage checkpoint signaling",22,0.325751611820668,1.03495936885917,0.419928825622776,0.862294275785194,0.826596357788445,491,"tags=45%, list=26%, signal=34%","CDKN1A/MDM2/PLK3/XPC/CDK1/RPS27L/CCNG1/CRY1/TP53/FANCD2"
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity",14,-0.357674949735839,-1.03476923267191,0.418859649122807,0.862294275785194,0.826596357788445,64,"tags=29%, list=3%, signal=28%","MAP3K4/DKK1/MAP2K6/TNFRSF11A"
"GO:0015711","GO:0015711","organic anion transport",46,0.277954415845852,1.02987229207051,0.412078152753108,0.862294275785194,0.826596357788445,257,"tags=24%, list=14%, signal=21%","SLC4A5/SLC6A9/SLC7A5/SLC7A11/SLC38A1/SLC1A4/SLC3A2/SLC35D2/BEST1/AKR1C1/SLC27A1"
"GO:0032101","GO:0032101","regulation of response to external stimulus",102,-0.224714283912704,-1.02938798731993,0.418367346938776,0.862294275785194,0.826596357788445,164,"tags=14%, list=9%, signal=13%","PTGS2/LPCAT3/KREMEN1/IL1R1/PLXNA4/PTGIS/SERPINB2/SETD6/MAP2K6/GPRC5B/CCL2/HPSE/CXCL6/TNFRSF11A"
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome",16,-0.342954798770111,-1.02935220201252,0.413943355119826,0.862294275785194,0.826596357788445,1072,"tags=94%, list=58%, signal=40%","CIRBP/PRDX6/RBFOX2/DDX17/SON/HNRNPU/HSPA8/SRSF3/SRRM1/PUF60/SF3B4/SRSF7/NCL/SRPK1/WDR77"
"GO:1904888","GO:1904888","cranial skeletal system development",15,-0.348198962126769,-1.02881762644951,0.420258620689655,0.862294275785194,0.826596357788445,673,"tags=73%, list=36%, signal=47%","PRRX1/GLI3/MTHFD1/EIF4A3/EXT1/CRKL/SLC39A1/PDGFRA/SLC39A3/SIX1/INSIG1"
"GO:0019637","GO:0019637","organophosphate metabolic process",119,0.230549384369239,1.02874599353585,0.418451400329489,0.862294275785194,0.826596357788445,147,"tags=9%, list=8%, signal=9%","DDIT4/PHEX/GUCA1B/ACSBG1/MYH3/ITPKA/MOCOS/NUPR1/PANK1/ALDH1L2/CEPT1"
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway",38,0.288907762980065,1.02594180522691,0.415194346289753,0.862294275785194,0.826596357788445,355,"tags=29%, list=19%, signal=24%","MDM2/CTH/ZNF385A/ARHGEF2/HERPUD1/RRM2B/BAX/UNC5B/AR/XBP1/SERPINE1"
"GO:0045595","GO:0045595","regulation of cell differentiation",172,0.215564288915187,1.02566668784849,0.419303797468354,0.862294275785194,0.826596357788445,379,"tags=23%, list=20%, signal=20%","SFN/TRIB3/BTG2/ITPKA/DDIT3/VEGFA/SLC7A5/MDM2/CTH/MAPK11/ZNF385A/ATF4/ARHGEF2/FST/BTG1/CEBPB/ABCA1/TP53INP1/KLF4/KDM4A/MAP3K5/SGPP1/SEMA7A/AR/METRNL/TSKU/PLCB1/ETS1/PDCD4/XBP1/RNF41/IFRD1/GPC1/SERPINE1/TRIM6/JUND/CDK1/JDP2/HSPA9"
"GO:0034612","GO:0034612","response to tumor necrosis factor",37,0.290952423435698,1.02419104983598,0.419014084507042,0.862294275785194,0.826596357788445,216,"tags=27%, list=12%, signal=24%","ANKRD1/PCK2/ARHGEF2/AFF3/KLF2/FAS/CYBA/TRAF4/MAP3K5/EDA2R"
"GO:0009889","GO:0009889","regulation of biosynthetic process",457,0.19296114599092,1.0170357165797,0.418439716312057,0.862294275785194,0.826596357788445,496,"tags=30%, list=27%, signal=29%","GUCA1B/SESN2/TRIB3/CDKN1A/BTG2/DDIT3/ZNF177/ANKRD1/SLC6A9/ATF3/VEGFA/POU2F2/ZNF680/MKNK2/MDM2/SLC7A11/CTH/TSC22D3/TXNIP/ZBED3/ZNF385A/NUPR1/NIBAN1/RPS6KA5/ATF4/AKNA/ARHGEF2/AFF3/FST/ZNF829/KLF2/MSC/BTG1/MXD1/MKX/CEBPB/KLF9/TP53INP1/PLK3/CEBPG/EIF4EBP1/BCL10/NCOA7/SREBF1/KLF4/MXI1/E2F7/PIM2/GADD45A/CYBA/KDM4A/RDH10/DLG1/DYRK1B/MAP3K5/TET3/EDA2R/EPAS1/ETV5/TRIM22/TGIF1/STC2/FYN/XPC/FHL2/SLC27A1/APBB2/ZNF248/AR/CNEP1R1/SHMT2/JMY/TFRC/PLCB1/PKD1/ETS1/TOP2A/PDCD4/ANKRD49/EIF1B/XBP1/KMT5A/LARP6/ZNF331/MAFK/ALDH2/EIF1/CCPG1/ZNF197/TCEA1/METTL4/TRIM6/TRIM52/JUND/MYBL1/JDP2/NEK2/CPEB2/PPP1R15A/PIF1/DEAF1/PLXNB2/PAWR/TRIM25/RPS27L/NKX3-1/PAN3/CKS1B/OGT/ERRFI1/DDR2/WTIP/CKS2/EDRF1/RNF187/CRY1/CHD2/FGF2/NFE2L1/AHR/SGK1/APOBEC3C/YBX3/EAF1/FOXD1/BBX/TP53/TOB1/DCP2/CAMTA2/IER5/ATF5/FANCD2/ZNF337/APP/HMOX1"
"GO:0007613","GO:0007613","memory",12,0.385240919605688,1.02481971445659,0.421550094517958,0.86353140034292,0.827782266917455,291,"tags=33%, list=16%, signal=28%","VLDLR/CEBPB/RCAN1/PLCB1"
"GO:0050806","GO:0050806","positive regulation of synaptic transmission",10,-0.402864784410419,-1.04117825275996,0.422319474835886,0.864252601171068,0.828473610922073,164,"tags=20%, list=9%, signal=18%","PTGS2/CCL2"
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process",78,0.246718703395837,1.02602588862555,0.423948220064725,0.8658745204675,0.830028384762869,144,"tags=9%, list=8%, signal=9%","DDIT4/GUCA1B/ACSBG1/MYH3/NUPR1/PANK1/ALDH1L2"
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus",47,-0.259816578314935,-1.02586841229669,0.42369020501139,0.8658745204675,0.830028384762869,38,"tags=11%, list=2%, signal=11%","UBE2D1/SPRY2/RGMA/SHISA2/GDF5"
"GO:0043085","GO:0043085","positive regulation of catalytic activity",139,0.225156552314109,1.03339838842137,0.424390243902439,0.865923344947735,0.830075187969925,257,"tags=19%, list=14%, signal=17%","SESN2/TRIB3/CDKN1A/VEGFA/VLDLR/BBC3/CYFIP2/ARRDC4/LAT/TNFRSF10B/PMAIP1/GRAMD4/SPDYE2B/RALGPS1/BCL10/KLF4/FAS/CYBA/TRAF4/DLG1/BORA/MAP3K5/TBC1D2/FYN/BAX/SLC27A1"
"GO:0006412","GO:0006412","translation",121,0.227129420806735,1.01742003440555,0.42483660130719,0.865980906798415,0.830130366831081,532,"tags=28%, list=29%, signal=21%","SESN2/BTG2/MKNK2/ZNF385A/NIBAN1/ATF4/EIF4EBP1/GTPBP2/RPLP0P6/AARS2/MRPL39/SHMT2/RSL24D1/EIF1B/LARP6/NARS2/EIF1/CPEB2/PPP1R15A/PLXNB2/RPS27L/EIF2S2/PAN3/YBX3/TOB1/DCP2/APP/PATL1/EIF2S3/CPEB4/ENC1/ASCC3/IGF2BP2/MRPS27"
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",14,0.373402585105565,1.04245489622967,0.428571428571429,0.871022010374316,0.834962774945214,43,"tags=14%, list=2%, signal=14%","ULBP1/HPX"
"GO:0040029","GO:0040029","epigenetic regulation of gene expression",21,-0.313616211336078,-1.02017790768588,0.428571428571429,0.871022010374316,0.834962774945214,582,"tags=52%, list=31%, signal=36%","DNMT1/KCNQ1OT1/PRMT7/ZNF445/DOT1L/LMNB2/BAHD1/CTR9/HELLS/UHRF1/DIRAS3"
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response",21,-0.313567816109716,-1.0200204804261,0.428571428571429,0.871022010374316,0.834962774945214,358,"tags=43%, list=19%, signal=35%","ST3GAL1/SOCS5/ENTPD7/ADA/MSH2/HMCES/MSH6/CORO1A/UNG"
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process",10,-0.399553400386815,-1.03262019267297,0.431072210065646,0.874213158880089,0.838021813844239,147,"tags=30%, list=8%, signal=28%","HAND2/AKR1C3/CCL2"
"GO:0031032","GO:0031032","actomyosin structure organization",21,0.32631869270055,1.02271973125169,0.431407942238267,0.874213158880089,0.838021813844239,38,"tags=10%, list=2%, signal=9%","MYH3/ANKRD1"
"GO:0042129","GO:0042129","regulation of T cell proliferation",15,-0.343486165019074,-1.01489280397255,0.431034482758621,0.874213158880089,0.838021813844239,117,"tags=13%, list=6%, signal=13%","CORO1A/HLA-DPB1"
"GO:0050865","GO:0050865","regulation of cell activation",63,-0.245184263680559,-1.03154433521774,0.433414043583535,0.877419828212611,0.841095731026956,117,"tags=10%, list=6%, signal=9%","CORO1A/MAP3K8/NR4A3/CCL2/NFATC2/HLA-DPB1"
"GO:0051865","GO:0051865","protein autoubiquitination",13,0.373166440838595,1.01676960241991,0.437847866419295,0.885530206400742,0.848870349575237,668,"tags=62%, list=36%, signal=40%","MDM2/DDB2/RNF41/TRIM52/RNF187/RNF220/BFAR/UBE2D2"
"GO:0007015","GO:0007015","actin filament organization",56,-0.247004295704366,-1.00988283477454,0.438679245283019,0.886346065347446,0.849652432969216,148,"tags=11%, list=8%, signal=10%","ACTC1/LMOD1/CORO1A/PREX1/PPARGC1B/MYO15A"
"GO:0021987","GO:0021987","cerebral cortex development",23,0.326521800555326,1.03660131827723,0.44043321299639,0.887321685712867,0.850587663856498,823,"tags=70%, list=44%, signal=39%","BAX/CEP120/PLCB1/SRD5A1/BNIP3/KIF14/NOTCH2NLC/SRGAP2C/NDE1/TMEM14B/GSK3B/CDH2/BTBD3/SLC2A1/RTN4/HIF1A"
"GO:1902414","GO:1902414","protein localization to cell junction",11,0.390664661642101,1.01545265919168,0.440740740740741,0.887321685712867,0.850587663856498,205,"tags=18%, list=11%, signal=16%","MPP7/DLG1"
"GO:0051147","GO:0051147","regulation of muscle cell differentiation",13,0.372079277690735,1.01380740024779,0.439703153988868,0.887321685712867,0.850587663856498,60,"tags=23%, list=3%, signal=22%","MDM2/CTH/MAPK11"
