"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043278","GO:0043278","response to morphine","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"5122",1
"GO:0045606","GO:0045606","positive regulation of epidermal cell differentiation","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"2810",1
"GO:0045686","GO:0045686","negative regulation of glial cell differentiation","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"9682",1
"GO:0046337","GO:0046337","phosphatidylethanolamine metabolic process","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"10390",1
"GO:0050951","GO:0050951","sensory perception of temperature stimulus","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"6335",1
"GO:0051873","GO:0051873","killing by host of symbiont cells","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"6372",1
"GO:0060479","GO:0060479","lung cell differentiation","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"10365",1
"GO:0060487","GO:0060487","lung epithelial cell differentiation","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"10365",1
"GO:1900048","GO:1900048","positive regulation of hemostasis","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"10855",1
"GO:1903319","GO:1903319","positive regulation of protein maturation","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"10162",1
"GO:1903779","GO:1903779","regulation of cardiac conduction","1/306","28/18614",0.371528071936932,0.633067862684914,0.581178307064072,"287",1
"GO:0045089","GO:0045089","positive regulation of innate immune response","6/306","300/18614",0.371839793765045,0.633289648756093,0.581381914387987,"5608/1535/8915/80216/23151/3263",6
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","7/306","357/18614",0.372218871307054,0.633625877559299,0.581690584118598,"6347/1739/144455/9314/1263/4193/1026",7
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","4/306","188/18614",0.373299019050778,0.635086127941049,0.583031144735838,"79968/1263/4193/1026",4
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","2/306","79/18614",0.373804994456128,0.635086127941049,0.583031144735838,"8671/5366",2
"GO:0050688","GO:0050688","regulation of defense response to virus","2/306","79/18614",0.373804994456128,0.635086127941049,0.583031144735838,"23151/79844",2
"GO:0086001","GO:0086001","cardiac muscle cell action potential","2/306","79/18614",0.373804994456128,0.635086127941049,0.583031144735838,"1739/287",2
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","6/306","301/18614",0.374770626531343,0.636416721198308,0.584252675605159,"8200/56963/10253/10468/9518/83729",6
"GO:0019693","GO:0019693","ribose phosphate metabolic process","9/306","473/18614",0.375477127193217,0.637006612472253,0.58479421630269,"978/8671/3157/1739/53354/26471/4621/23205/54541",9
"GO:0006839","GO:0006839","mitochondrial transport","4/306","189/18614",0.377026128264638,0.637006612472253,0.58479421630269,"8326/6720/5366/27113",4
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","4/306","189/18614",0.377026128264638,0.637006612472253,0.58479421630269,"1545/54498/120227/27063",4
"GO:0031589","GO:0031589","cell-substrate adhesion","7/306","359/18614",0.377588369900996,0.637006612472253,0.58479421630269,"3680/10855/57580/11151/3696/55901/7422",7
"GO:1903131","GO:1903131","mononuclear cell differentiation","9/306","474/18614",0.377812715998953,0.637006612472253,0.58479421630269,"8326/57580/9935/3696/1794/1054/4189/1051/7422",9
"GO:0061982","GO:0061982","meiosis I cell cycle process","3/306","134/18614",0.378680857840805,0.637006612472253,0.58479421630269,"11144/898/9134",3
"GO:0030500","GO:0030500","regulation of bone mineralization","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"8326/338773",2
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"25802/9181",2
"GO:0043537","GO:0043537","negative regulation of blood vessel endothelial cell migration","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"1647/9314",2
"GO:0048644","GO:0048644","muscle organ morphogenesis","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"70/27063",2
"GO:0048844","GO:0048844","artery morphogenesis","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"9464/7422",2
"GO:0051865","GO:0051865","protein autoubiquitination","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"29128/4193",2
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"9314/7422",2
"GO:1901264","GO:1901264","carbohydrate derivative transport","2/306","80/18614",0.379679327164897,0.637006612472253,0.58479421630269,"11046/7436",2
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","5/306","246/18614",0.379869544749647,0.637006612472253,0.58479421630269,"6372/3554/53833/3263/80329",5
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/306","190/18614",0.380751276614807,0.637006612472253,0.58479421630269,"3554/53833/3263/80329",4
"GO:0001778","GO:0001778","plasma membrane repair","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"94121",1
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"7422",1
"GO:0003094","GO:0003094","glomerular filtration","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"1535",1
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"7422",1
"GO:0007271","GO:0007271","synaptic transmission, cholinergic","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"116372",1
"GO:0009264","GO:0009264","deoxyribonucleotide catabolic process","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"7374",1
"GO:0010955","GO:0010955","negative regulation of protein processing","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"79094",1
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"91584",1
"GO:0030970","GO:0030970","retrograde protein transport, ER to cytosol","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"9709",1
"GO:0034508","GO:0034508","centromere complex assembly","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"1058",1
"GO:0046386","GO:0046386","deoxyribose phosphate catabolic process","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"7374",1
"GO:0048245","GO:0048245","eosinophil chemotaxis","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"6347",1
"GO:0099623","GO:0099623","regulation of cardiac muscle cell membrane repolarization","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"287",1
"GO:0099625","GO:0099625","ventricular cardiac muscle cell membrane repolarization","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"287",1
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"5740",1
"GO:1901018","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"287",1
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"8013",1
"GO:1903318","GO:1903318","negative regulation of protein maturation","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"79094",1
"GO:1903513","GO:1903513","endoplasmic reticulum to cytosol transport","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"9709",1
"GO:1904385","GO:1904385","cellular response to angiotensin","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"1535",1
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","1/306","29/18614",0.381875237006732,0.637006612472253,0.58479421630269,"25946",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","7/306","361/18614",0.382961517769061,0.638181862311359,0.585873136513506,"56963/139285/9709/1263/26471/4193/57761",7
"GO:0046883","GO:0046883","regulation of hormone secretion","5/306","247/18614",0.383128675366968,0.638181862311359,0.585873136513506,"94121/23178/415116/6720/5106",5
"GO:0071695","GO:0071695","anatomical structure maturation","5/306","247/18614",0.383128675366968,0.638181862311359,0.585873136513506,"11144/51286/10365/7422/1649",5
"GO:0034504","GO:0034504","protein localization to nucleus","6/306","304/18614",0.38356656356656,0.638606288171915,0.586262774209007,"727851/84220/10628/4193/1026/83667",6
"GO:0030308","GO:0030308","negative regulation of cell growth","4/306","191/18614",0.384474145732377,0.639506828953044,0.587089501954116,"978/694/1026/83667",4
"GO:0032271","GO:0032271","regulation of protein polymerization","4/306","191/18614",0.384474145732377,0.639506828953044,0.587089501954116,"11151/25802/1739/26999",4
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","2/306","81/18614",0.385530446368652,0.640958149158178,0.588421864358757,"9314/6720",2
"GO:0001558","GO:0001558","regulation of cell growth","8/306","420/18614",0.386735493478129,0.64140687028652,0.58883380595473,"91584/978/1535/694/7422/1026/83667/2810",8
"GO:0030879","GO:0030879","mammary gland development","3/306","136/18614",0.38758712907515,0.64140687028652,0.58883380595473,"8792/1051/7422",3
"GO:0071333","GO:0071333","cellular response to glucose stimulus","3/306","136/18614",0.38758712907515,0.64140687028652,0.58883380595473,"415116/1535/5106",3
"GO:0033002","GO:0033002","muscle cell proliferation","5/306","249/18614",0.389644791942941,0.64140687028652,0.58883380595473,"8013/1535/5600/1649/1026",5
"GO:0050870","GO:0050870","positive regulation of T cell activation","5/306","249/18614",0.389644791942941,0.64140687028652,0.58883380595473,"3115/6347/1326/11151/8915",5
"GO:0003151","GO:0003151","outflow tract morphogenesis","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"9464/7422",2
"GO:0006446","GO:0006446","regulation of translational initiation","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"1978/468",2
"GO:0006900","GO:0006900","vesicle budding from membrane","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"3638/54732",2
"GO:0010921","GO:0010921","regulation of phosphatase activity","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"133522/1827",2
"GO:0014032","GO:0014032","neural crest cell development","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"9464/157506",2
"GO:1901657","GO:1901657","glycosyl compound metabolic process","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"8644/978",2
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus","2/306","82/18614",0.391357527932069,0.64140687028652,0.58883380595473,"25946/4193",2
"GO:0003158","GO:0003158","endothelium development","3/306","137/18614",0.392029045019832,0.64140687028652,0.58883380595473,"10855/694/7422",3
"GO:0061041","GO:0061041","regulation of wound healing","3/306","137/18614",0.392029045019832,0.64140687028652,0.58883380595473,"10855/5055/1364",3
"GO:0000002","GO:0000002","mitochondrial genome maintenance","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"83667",1
"GO:0001556","GO:0001556","oocyte maturation","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"11144",1
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"3554",1
"GO:0005979","GO:0005979","regulation of glycogen biosynthetic process","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"23178",1
"GO:0006482","GO:0006482","protein demethylation","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"9682",1
"GO:0008209","GO:0008209","androgen metabolic process","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"7923",1
"GO:0008214","GO:0008214","protein dealkylation","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"9682",1
"GO:0010962","GO:0010962","regulation of glucan biosynthetic process","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"23178",1
"GO:0015740","GO:0015740","C4-dicarboxylate transport","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"6509",1
"GO:0031114","GO:0031114","regulation of microtubule depolymerization","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"9181",1
"GO:0034656","GO:0034656","nucleobase-containing small molecule catabolic process","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"978",1
"GO:0034698","GO:0034698","response to gonadotropin","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"1545",1
"GO:0043094","GO:0043094","cellular metabolic compound salvage","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"978",1
"GO:0050820","GO:0050820","positive regulation of coagulation","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"10855",1
"GO:0055022","GO:0055022","negative regulation of cardiac muscle tissue growth","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"5600",1
"GO:0061117","GO:0061117","negative regulation of heart growth","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"5600",1
"GO:0097066","GO:0097066","response to thyroid hormone","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"687",1
"GO:1900027","GO:1900027","regulation of ruffle assembly","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"64787",1
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"4189",1
"GO:1902230","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","1/306","30/18614",0.392052593879261,0.64140687028652,0.58883380595473,"25946",1
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","5/306","250/18614",0.392901341719606,0.642494083412089,0.589831905401851,"10162/6720/10390/5106/3706",5
"GO:0032259","GO:0032259","methylation","7/306","365/18614",0.39371465255458,0.643522356190429,0.590775895561107,"645332/79918/221143/55178/694/85002/7832",7
"GO:0002757","GO:0002757","immune response-activating signaling pathway","8/306","423/18614",0.394226393773518,0.643755459495333,0.590989892499035,"3115/4773/8013/5608/1535/8915/80216/23151",8
"GO:0010959","GO:0010959","regulation of metal ion transport","8/306","423/18614",0.394226393773518,0.643755459495333,0.590989892499035,"6347/11151/7439/1739/1535/287/468/3755",8
"GO:0045664","GO:0045664","regulation of neuron differentiation","4/306","194/18614",0.395625952887831,0.645670104060554,0.592747602774084,"8200/51704/9682/9181",4
"GO:0060048","GO:0060048","cardiac muscle contraction","3/306","138/18614",0.396462846046485,0.645670104060554,0.592747602774084,"5608/1739/287",3
"GO:0071331","GO:0071331","cellular response to hexose stimulus","3/306","138/18614",0.396462846046485,0.645670104060554,0.592747602774084,"415116/1535/5106",3
"GO:0045785","GO:0045785","positive regulation of cell adhesion","9/306","482/18614",0.396533419069181,0.645670104060554,0.592747602774084,"3115/6347/8013/1326/57580/11151/8915/55083/7422",9
"GO:0001570","GO:0001570","vasculogenesis","2/306","83/18614",0.397159780894921,0.645670104060554,0.592747602774084,"3696/7422",2
"GO:0007492","GO:0007492","endoderm development","2/306","83/18614",0.397159780894921,0.645670104060554,0.592747602774084,"1844/1847",2
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","2/306","83/18614",0.397159780894921,0.645670104060554,0.592747602774084,"9709/4189",2
"GO:0050871","GO:0050871","positive regulation of B cell activation","2/306","83/18614",0.397159780894921,0.645670104060554,0.592747602774084,"4773/1026",2
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","2/306","83/18614",0.397159780894921,0.645670104060554,0.592747602774084,"7374/978",2
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","6/306","309/18614",0.398228053312128,0.645670104060554,0.592747602774084,"202374/10253/1647/2872/7422/54541",6
"GO:0010038","GO:0010038","response to metal ion","7/306","367/18614",0.399092609848386,0.645670104060554,0.592747602774084,"5122/6861/8644/4494/468/10628/3706",7
"GO:0034341","GO:0034341","response to type II interferon","3/306","139/18614",0.400888067922525,0.645670104060554,0.592747602774084,"6347/3263/339122",3
"GO:0001822","GO:0001822","kidney development","6/306","310/18614",0.401159133954414,0.645670104060554,0.592747602774084,"139285/1739/157506/55083/25789/7422",6
"GO:0001945","GO:0001945","lymph vessel development","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"7422",1
"GO:0001958","GO:0001958","endochondral ossification","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"338773",1
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"79844",1
"GO:0003299","GO:0003299","muscle hypertrophy in response to stress","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"9682",1
"GO:0006783","GO:0006783","heme biosynthetic process","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"6536",1
"GO:0009218","GO:0009218","pyrimidine ribonucleotide metabolic process","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"978",1
"GO:0010390","GO:0010390","histone monoubiquitination","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"29128",1
"GO:0010880","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"287",1
"GO:0014887","GO:0014887","cardiac muscle adaptation","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"9682",1
"GO:0014898","GO:0014898","cardiac muscle hypertrophy in response to stress","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"9682",1
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"3115",1
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"1847",1
"GO:0035767","GO:0035767","endothelial cell chemotaxis","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"7422",1
"GO:0036075","GO:0036075","replacement ossification","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"338773",1
"GO:0045939","GO:0045939","negative regulation of steroid metabolic process","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"3638",1
"GO:0051654","GO:0051654","establishment of mitochondrion localization","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"55638",1
"GO:0060325","GO:0060325","face morphogenesis","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"4621",1
"GO:0060674","GO:0060674","placenta blood vessel development","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"3696",1
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"9464",1
"GO:0095500","GO:0095500","acetylcholine receptor signaling pathway","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"116372",1
"GO:0097205","GO:0097205","renal filtration","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"1535",1
"GO:0150117","GO:0150117","positive regulation of cell-substrate junction organization","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"7422",1
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","1/306","31/18614",0.402062920303762,0.645670104060554,0.592747602774084,"9181",1
"GO:0007369","GO:0007369","gastrulation","4/306","196/18614",0.403043435204649,0.646946848593564,0.59391969864245,"8013/1844/9314/1847",4
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","6/306","311/18614",0.404089437556234,0.648238338561455,0.595105331332673,"79968/1054/5366/25946/4193/27063",6
"GO:0007409","GO:0007409","axonogenesis","8/306","427/18614",0.404219720863293,0.648238338561455,0.595105331332673,"84665/91584/23768/64221/9252/23303/26999/7422",8
"GO:0051098","GO:0051098","regulation of binding","7/306","369/18614",0.404470157975955,0.648341870873222,0.59520037759426,"56963/9464/9314/1054/1649/1026/57761",7
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","3/306","140/18614",0.405304256039616,0.648784417194209,0.59560665050241,"1263/4193/1026",3
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","3/306","140/18614",0.405304256039616,0.648784417194209,0.59560665050241,"415116/1535/5106",3
"GO:1903008","GO:1903008","organelle disassembly","3/306","140/18614",0.405304256039616,0.648784417194209,0.59560665050241,"6720/1263/132671",3
"GO:0090257","GO:0090257","regulation of muscle system process","5/306","254/18614",0.4059124861706,0.64945997787296,0.596226838691919,"6752/8013/9464/1739/287",5
"GO:0001906","GO:0001906","cell killing","4/306","197/18614",0.406746163815687,0.6495200782988,0.596282012972281,"6372/11151/1054/80329",4
"GO:0030073","GO:0030073","insulin secretion","4/306","197/18614",0.406746163815687,0.6495200782988,0.596282012972281,"94121/415116/6720/5106",4
"GO:0030258","GO:0030258","lipid modification","4/306","197/18614",0.406746163815687,0.6495200782988,0.596282012972281,"8013/10162/160428/83667",4
"GO:0035050","GO:0035050","embryonic heart tube development","2/306","85/18614",0.408686797902432,0.6495200782988,0.596282012972281,"91584/9464",2
"GO:0055013","GO:0055013","cardiac muscle cell development","2/306","85/18614",0.408686797902432,0.6495200782988,0.596282012972281,"70/7422",2
"GO:0098586","GO:0098586","cellular response to virus","2/306","85/18614",0.408686797902432,0.6495200782988,0.596282012972281,"5600/5452",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","5/306","255/18614",0.409160457449362,0.6495200782988,0.596282012972281,"10253/9464/139285/157506/80709",5
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","5/306","255/18614",0.409160457449362,0.6495200782988,0.596282012972281,"51704/2252/9181/7422/3263",5
"GO:0031056","GO:0031056","regulation of histone modification","3/306","141/18614",0.409710965350858,0.6495200782988,0.596282012972281,"80764/6720/7422",3
"GO:0045727","GO:0045727","positive regulation of translation","3/306","141/18614",0.409710965350858,0.6495200782988,0.596282012972281,"1545/23178/116496",3
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"8013",1
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"53833",1
"GO:0003338","GO:0003338","metanephros morphogenesis","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"55083",1
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"3157",1
"GO:0006221","GO:0006221","pyrimidine nucleotide biosynthetic process","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"978",1
"GO:0007435","GO:0007435","salivary gland morphogenesis","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"2252",1
"GO:0007628","GO:0007628","adult walking behavior","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"51286",1
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"84842",1
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"19",1
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"80329",1
"GO:0031057","GO:0031057","negative regulation of histone modification","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"80764",1
"GO:0032367","GO:0032367","intracellular cholesterol transport","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"19",1
"GO:0033032","GO:0033032","regulation of myeloid cell apoptotic process","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"23657",1
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"157506",1
"GO:0035456","GO:0035456","response to interferon-beta","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"54739",1
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"9935",1
"GO:0045736","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"1026",1
"GO:0046825","GO:0046825","regulation of protein export from nucleus","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"2810",1
"GO:0051642","GO:0051642","centrosome localization","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"1739",1
"GO:0061037","GO:0061037","negative regulation of cartilage development","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"8200",1
"GO:0061842","GO:0061842","microtubule organizing center localization","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"1739",1
"GO:0071295","GO:0071295","cellular response to vitamin","1/306","32/18614",0.411908948737656,0.6495200782988,0.596282012972281,"5251",1
"GO:0001508","GO:0001508","action potential","3/306","142/18614",0.414107760305393,0.651402686881198,0.598010313101341,"1739/6335/287",3
"GO:0008306","GO:0008306","associative learning","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"23657/7832",2
"GO:0019915","GO:0019915","lipid storage","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"6720/19",2
"GO:0021954","GO:0021954","central nervous system neuron development","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"91584/7832",2
"GO:0033077","GO:0033077","T cell differentiation in thymus","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"9935/1794",2
"GO:0048041","GO:0048041","focal adhesion assembly","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"55901/7422",2
"GO:1901879","GO:1901879","regulation of protein depolymerization","2/306","86/18614",0.414410138242368,0.651402686881198,0.598010313101341,"25802/9181",2
"GO:0009306","GO:0009306","protein secretion","7/306","373/18614",0.41522008497572,0.652381827205095,0.598909197959289,"5122/94121/415116/6720/19/5106/27063",7
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","6/306","315/18614",0.415799761369994,0.65299845459637,0.599475283342032,"8792/6347/10253/9464/1739/467",6
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","7/306","374/18614",0.417905780595108,0.654144868498314,0.600527731160028,"5122/94121/415116/6720/19/5106/27063",7
"GO:0014074","GO:0014074","response to purine-containing compound","3/306","143/18614",0.418494214780549,0.654144868498314,0.600527731160028,"133522/1545/6720",3
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","9/306","492/18614",0.419976097069267,0.654144868498314,0.600527731160028,"8792/6372/6347/3554/9618/355/9252/643/3263",9
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","2/306","87/18614",0.420105800943353,0.654144868498314,0.600527731160028,"157506/6720",2
"GO:0090502","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","2/306","87/18614",0.420105800943353,0.654144868498314,0.600527731160028,"146857/57523",2
"GO:0097194","GO:0097194","execution phase of apoptosis","2/306","87/18614",0.420105800943353,0.654144868498314,0.600527731160028,"5740/27113",2
"GO:0007626","GO:0007626","locomotory behavior","4/306","201/18614",0.421510260576269,0.654144868498314,0.600527731160028,"51168/51286/1827/25946",4
"GO:0015012","GO:0015012","heparan sulfate proteoglycan biosynthetic process","1/306","33/18614",0.421593367082629,0.654144868498314,0.600527731160028,"11046",1
"GO:0018345","GO:0018345","protein palmitoylation","1/306","33/18614",0.421593367082629,0.654144868498314,0.600527731160028,"79844",1
"GO:0021591","GO:0021591","ventricular system development","1/306","33/18614",0.421593367082629,0.654144868498314,0.600527731160028,"23657",1
